议员姓名,年份,所属党派,备注
Gitta Connemann,2018,CDU/CSU,
Gitta Connemann,2019,CDU/CSU,
Gitta Connemann,2020,CDU/CSU,
Gitta Connemann,2021,CDU/CSU,
GlOmbig,1971,SPD,
Glahn,1958,FDP,
Gleisner,1950,SPD,
Gleisner,1953,SPD,
Glich,1954,SPD,
Glombig,1962,SPD,
Glombig,1963,SPD,
Glombig,1966,SPD,
Glombig,1967,SPD,
Glombig,1968,SPD,
Glombig,1969,SPD,
Glombig,1970,SPD,
Glombig,1971,SPD,
Glombig,1972,SPD,
Glombig,1973,SPD,
Glombig,1974,SPD,
Glombig,1975,SPD,
Glombig,1976,SPD,
Glombig,1977,SPD,
Glombig,1978,SPD,
Glombig,1979,SPD,
Glombig,1980,SPD,
Glombig,1981,SPD,
Glombig,1982,SPD,
Glombig,1983,SPD,
Glombig,1984,SPD,
Glombig,1985,SPD,
Glombig,1986,SPD,
Glos,1977,CDU/CSU,
Glos,1978,CDU/CSU,
Glos,1979,CDU/CSU,
Glos,1980,CDU/CSU,
Glos,1981,CDU/CSU,
Glos,1982,CDU/CSU,
Glos,1983,CDU/CSU,
Glos,1984,CDU/CSU,
Glos,1985,CDU/CSU,
Glos,1986,CDU/CSU,
Glos,1987,CDU/CSU,
Glos,1988,CDU/CSU,
Glos,1989,CDU/CSU,
Glos,1990,CDU/CSU,
Glos,1991,CDU/CSU,
Glüsing,1951,CDU/CSU,
Glüsing,1952,CDU/CSU,
Glüsing,1955,CDU/CSU,
Glüsing,1956,CDU/CSU,
Glüsing,1960,CDU/CSU,
Glüsing (Dithmarschen),1958,CDU/CSU,
Glüsing (Dithmarschen),1960,CDU/CSU,
Glüsing (Dithmarschen),1961,CDU/CSU,
Glüsing (Dithmarschen),1962,CDU/CSU,
Glüsing (Dithmarschen),1963,CDU/CSU,
Glüsing (Dithmarschen),1964,CDU/CSU,
Glüsing (Dithmarschen),1968,CDU/CSU,
Glüsing (Dithmarschen),1969,CDU/CSU,
Glüsing (Dithmarschen),1970,CDU/CSU,
"Glüsing, Berichterstatter",1951,CDU/CSU,
Gn?diger,1970,SPD,
Gn?dinger,1970,SPD,
Gn?dinger,1971,SPD,
Gn?dinger,1972,SPD,
Gn?dinger,1973,SPD,
Gn?dinger,1974,SPD,
Gn?dinger,1975,SPD,
Gn?dinger,1976,SPD,
Gn?dinger,1980,SPD,
Gn?dinger,1981,SPD,
Gn?dinger,1982,SPD,
Gobrecht,1977,SPD,
Gobrecht,1978,SPD,
Gobrecht,1979,CDU/CSU,"该年属于多个党派: SPD, CDU/CSU"
Gobrecht,1979,SPD,"该年属于多个党派: SPD, CDU/CSU"
Gobrecht,1980,SPD,
Gobrecht,1981,SPD,
Gobrecht,1982,SPD,
Gobrecht,1983,SPD,
Gockeln,1949,CDU/CSU,
Goetzendorff,1949,WAV,
Goetzendorff,1950,DRP-Hosp.,"该年属于多个党派: DRP-Hosp., WAV"
Goetzendorff,1950,WAV,"该年属于多个党派: DRP-Hosp., WAV"
Goetzendorff,1951,DRP-Gast,"该年属于多个党派: DRP-Hosp., Fraktionslos, DRP-Gast"
Goetzendorff,1951,DRP-Hosp.,"该年属于多个党派: DRP-Hosp., Fraktionslos, DRP-Gast"
Goetzendorff,1951,Fraktionslos,"该年属于多个党派: DRP-Hosp., Fraktionslos, DRP-Gast"
Goetzendorff,1952,Fraktionslos,
Goetzendorff,1953,Fraktionslos,"该年属于多个党派: Fraktionslos, WAV"
Goetzendorff,1953,WAV,"该年属于多个党派: Fraktionslos, WAV"
Goldhagen,1961,CDU/CSU,
"Goldhagen, Berichterstatter",1955,CDU/CSU,
Gontrum,1954,CDU/CSU,
Gontrum,1956,CDU/CSU,
Gontrum,1957,CDU/CSU,
Gontrum,1960,CDU/CSU,
Gontrum,1961,CDU/CSU,
Gottesleben,1959,CDU/CSU,
Gottesleben,1961,CDU/CSU,
Gottesleben,1966,CDU/CSU,
Gottesleben,1968,CDU/CSU,
Gottesleben,1969,CDU/CSU,
Gottfried Haschke (Gro?hennerdsorf),1997,CDU/CSU,
Gottfried Haschke (Gro?hennersdorf),1991,CDU/CSU,
Gottfried Haschke (Gro?hennersdorf),1993,CDU/CSU,
Gottfried Haschke (Gro?hennersdorf),1994,CDU/CSU,
Gottfried Haschke (Gro?hennersdorf),1997,CDU/CSU,
Gottfried Haschke (Gro?hennersdorf),1998,CDU/CSU,
Gottfried Haschke (Gro?hennersdorf),1999,CDU/CSU,
Gottfried Haschke (Gro?hennersdorf),2000,CDU/CSU,
Gottfried Trager,1995,CDU/CSU,
Graaff,1966,FDP,
Graaff,1968,FDP,
Graaff,1970,FDP,
Graaff,1971,FDP,
Graaff,1974,FDP,
Graaff (Elze),1956,FDP,
Graf,1987,SPD,
Graf,1988,SPD,
Graf,1989,SPD,
Graf,1990,SPD,
Graf Adelmann,1959,CDU/CSU,
Graf Adelmann,1960,CDU/CSU,
Graf Adelmann,1961,CDU/CSU,
Graf Huyn,1977,CDU/CSU,
Graf Huyn,1978,CDU/CSU,
Graf Huyn,1979,CDU/CSU,
Graf Huyn,1980,CDU/CSU,
Graf Huyn,1981,CDU/CSU,
Graf Huyn,1982,CDU/CSU,
Graf Huyn,1983,CDU/CSU,
Graf Huyn,1984,CDU/CSU,
Graf Huyn,1985,CDU/CSU,
Graf Huyn,1986,CDU/CSU,
Graf Huyn,1988,CDU/CSU,
Graf Huyn,1989,CDU/CSU,
Graf Huyn,1990,CDU/CSU,
Graf Lambsdorff,1973,FDP,
Graf Lambsdorff,1986,FDP,
Graf Lambsdorff,1990,FDP,
Graf Lambsdorff,1991,FDP,
Graf Stauffenberg,1973,CDU/CSU,
Graf Stauffenberg,1974,CDU/CSU,
Graf Stauffenberg,1975,CDU/CSU,
Graf Stauffenberg,1976,CDU/CSU,
Graf Stauffenberg,1977,CDU/CSU,
Graf Stauffenberg,1978,CDU/CSU,
Graf Stauffenberg,1979,CDU/CSU,
Graf Stauffenberg,1980,CDU/CSU,
Graf Stauffenberg,1981,CDU/CSU,
Graf Stauffenberg,1982,CDU/CSU,
Graf Stauffenberg,1983,CDU/CSU,
Graf Stauffenberg,1984,CDU/CSU,
Graf von Spreti,1950,CDU/CSU,
Graf von Spreti,1952,CDU/CSU,
Graf von Spreti,1953,CDU/CSU,
Graf von Spreti,1955,CDU/CSU,
Gral Huyn,1980,CDU/CSU,
Grantze,1957,CDU/CSU,
Gregor Amann,2006,SPD,
Gregor Amann,2007,SPD,
Gregor Amann,2008,SPD,
Gregor Amann,2009,SPD,
Gregor Gysi,1995,PDS,
Gregor Gysi,1997,PDS,
Gres,1991,CDU/CSU,
Griem,1954,CDU/CSU,
Gries,1987,FDP,
Gries,1988,FDP,
Gries,1989,FDP,
Gries,1990,FDP,
Grietje Bettin,2000,Grüne/Bündnis 90,
Grietje Bettin,2001,Grüne/Bündnis 90,
Grietje Bettin,2002,Grüne/Bündnis 90,
Grietje Bettin,2003,Grüne/Bündnis 90,
Grietje Bettin,2004,Grüne/Bündnis 90,
Grietje Bettin,2005,Grüne/Bündnis 90,
Grietje Bettin,2006,Grüne/Bündnis 90,
Grietje Bettin,2007,Grüne/Bündnis 90,
Grietje Bettin,2008,Grüne/Bündnis 90,
Grigorios Aggelidis,2018,FDP,
Grigorios Aggelidis,2019,FDP,
Grigorios Aggelidis,2020,FDP,
Grigorios Aggelidis,2021,FDP,
Grimming,1975,SPD,
Grimming,1976,SPD,
GroB,1974,FDP,
Grobecker,1970,SPD,
Grobecker,1971,SPD,
Grobecker,1972,SPD,
Grobecker,1973,SPD,
Grobecker,1974,SPD,
Grobecker,1975,SPD,
Grobecker,1976,SPD,
Grobecker,1977,SPD,
Grobecker,1978,SPD,
Grobecker,1979,SDP,"该年属于多个党派: SPD, SDP"
Grobecker,1979,SPD,"该年属于多个党派: SPD, SDP"
Grobecker,1980,SPD,
Grobecker,1981,SPD,
Grobecker,1982,SPD,
Grobecker,1983,SPD,
Gro?,1973,FDP,
Gro?,1974,FDP,
Gro?mann,1987,SPD,
Gro?mann,1988,SPD,
Gro?mann,1989,SPD,
Gro?mann,1990,SPD,
Gro?mann,1991,SPD,
Grundmann,1952,FDP,
Grunenberg,1973,SPD,
Grunenberg,1974,SPD,
Grunenberg,1976,SPD,
Grunenberg,1977,SPD,
Grunenberg,1978,SPD,
Grunenberg,1979,SPD,
Grunenberg,1980,SPD,
Grunenberg,1981,SPD,
Grunenberg,1982,SPD,
Grunenberg,1983,SPD,
Grunenberg,1984,SPD,
Grunenberg,1985,SPD,
Grunenberg,1986,SPD,
Grunenberg,1988,SPD,
Gr?fin Finckenstein,1954,GB/BHE,
Gr?fin Finckenstein,1957,CDU/CSU,
Grünbeck,1983,FDP,
Grünbeck,1984,FDP,
Grünbeck,1985,FDP,
Grünbeck,1986,FDP,
Grünbeck,1987,FDP,
Grünbeck,1988,FDP,
Grünbeck,1989,FDP,
Grünbeck,1990,FDP,
Grünbeck,1991,FDP,
Grüner,1969,FDP,
Grüner,1970,FDP,
Grüner,1971,FDP,"该年属于多个党派: FPD, FDP"
Grüner,1971,FPD,"该年属于多个党派: FPD, FDP"
Grüner,1972,FDP,
Gscheidle,1961,SPD,
Gscheidle,1962,SPD,
Gscheidle,1963,SPD,
Gscheidle,1964,SPD,
Gscheidle,1965,SPD,
Gscheidle,1966,SPD,
Gscheidle,1967,SPD,
Gscheidle,1968,SPD,
Gscheidle,1969,SPD,
Gscheldle,1968,SPD,
Gudrun Kopp,1999,FDP,
Gudrun Kopp,2000,FDP,
Gudrun Kopp,2001,FDP,
Gudrun Kopp,2002,FDP,
Gudrun Kopp,2003,FDP,
Gudrun Kopp,2004,FDP,
Gudrun Kopp,2005,FDP,
Gudrun Kopp,2006,FDP,
Gudrun Kopp,2007,FDP,
Gudrun Kopp,2008,FDP,
Gudrun Kopp,2009,FDP,
Gudrun Kopp,2011,FDP,
Gudrun Roos,2001,SPD,
Gudrun Schaich-WalCh,1997,SPD,
Gudrun Schaich-Walch,1991,SPD,
Gudrun Schaich-Walch,1992,SPD,
Gudrun Schaich-Walch,1993,SPD,
Gudrun Schaich-Walch,1994,SPD,
Gudrun Schaich-Walch,1995,SPD,
Gudrun Schaich-Walch,1996,SPD,
Gudrun Schaich-Walch,1997,SPD,
Gudrun Schaich-Walch,1998,SPD,
Gudrun Schaich-Walch,1999,SPD,
Gudrun Schaich-Walch,2000,SPD,
Gudrun Schaich-Walch,2002,SPD,
Gudrun Schaich-Walch,2003,SPD,
Gudrun Schaich-Walch,2004,SPD,
Gudrun Schaich-Walch,2005,SPD,
Gudrun Serowiecki,2002,FDP,
Gudrun Weyel,1991,SPD,
Gudrun Weyel,1992,SPD,
Gudrun Weyel,1993,SPD,
Gudrun Weyel,1994,SPD,
Gudrun Zollner,2014,CDU/CSU,
Gudrun Zollner,2015,CDU/CSU,
Gudrun Zollner,2016,CDU/CSU,
Gudrun Zollner,2017,CDU/CSU,
Guido Westerwelle,2004,FDP,
Gundelach,1949,KPD,
Gundelach,1950,KPD,
Gundelach,1951,KPD,
Gundelach,1952,KPD,
Gundelach,1953,KPD,
Gunnar Uldall,1991,CDU/CSU,
Gunnar Uldall,1992,CDU/CSU,
Gunnar Uldall,1993,CDU/CSU,
Gunnar Uldall,1994,CDU/CSU,
Gunnar Uldall,1995,CDU/CSU,
Gunnar Uldall,1996,CDU/CSU,
Gunnar Uldall,1997,CDU/CSU,
Gunnar Uldall,1998,CDU/CSU,
Gunnar Uldall,1999,CDU/CSU,
Gunnar Uldall,2000,CDU/CSU,
Gunnar Uldall,2001,CDU/CSU,
Gunter Huonker,1991,SPD,
Gunter Wei?gerber,1991,SPD,
Gunter Wei?gerber,1992,SPD,
Gunter Wei?gerber,1993,SPD,
Gunter Wei?gerber,1994,SPD,
Gunter Wei?gerber,1995,SPD,
Gunter Wei?gerber,1996,SPD,
Gunter Wei?gerber,1997,SPD,
Gunter Wei?gerber,1999,SPD,
Gunter Wei?gerber,2000,SPD,
Gunter Wei?gerber,2001,SPD,
Gunter Wei?gerber,2003,SPD,
Gunter Wei?gerber,2004,SPD,
Gunter Wei?gerber,2005,SPD,
Gunter Wei?gerber,2006,SPD,
Gunter Wei?gerber,2007,SPD,
Gunther Krichbaum,2003,CDU/CSU,
Gunther Krichbaum,2004,CDU/CSU,
Gunther Krichbaum,2006,CDU/CSU,
Gunther Krichbaum,2007,CDU/CSU,
Gunther Krichbaum,2008,CDU/CSU,
Gunther Krichbaum,2009,CDU/CSU,
Gunther Krichbaum,2010,CDU/CSU,
Gunther Krichbaum,2011,CDU/CSU,
Gunther Krichbaum,2012,CDU/CSU,
Gunther Krichbaum,2013,CDU/CSU,
Gunther Krichbaum,2014,CDU/CSU,
Gunther Krichbaum,2015,CDU/CSU,
Gunther Krichbaum,2016,CDU/CSU,
Gunther Krichbaum,2017,CDU/CSU,
Gunther Krichbaum,2018,CDU/CSU,
Gunther Krichbaum,2019,CDU/CSU,
Gunther Krichbaum,2020,CDU/CSU,
Gunther Krichbaum,2021,CDU/CSU,
Gustav Herzog,1999,SPD,
Gustav Herzog,2001,SPD,
Gustav Herzog,2002,SPD,
Gustav Herzog,2004,SPD,
Gustav Herzog,2005,SPD,
Gustav Herzog,2006,SPD,
Gustav Herzog,2007,SPD,
Gustav Herzog,2008,SPD,
Gustav Herzog,2009,SPD,
Gustav Herzog,2010,SPD,
Gustav Herzog,2011,SPD,
Gustav Herzog,2012,SPD,
Gustav Herzog,2013,SPD,
Gustav Herzog,2014,SPD,
Gustav Herzog,2015,SPD,
Gustav Herzog,2016,SPD,
Gustav Herzog,2017,SPD,
Gustav Herzog,2018,SPD,
Gustav Herzog,2019,SPD,
Gustav Herzog,2020,SPD,
Gustav Herzog,2021,SPD,
Gustav-Adolf Schur,1999,PDS,
Gustav-Adolf Schur,2000,PDS,
Gustav-Adolf Schur,2001,PDS,
Gustav-Adolf Schur,2002,PDS,
Gyde Jensen,2018,FDP,
Gyde Jensen,2019,FDP,
Gyde Jensen,2020,FDP,
Gyde Jensen,2021,FDP,
Gysi,1991,PDS/Linke Liste,
G?rtner,1977,FDP,
G?rtner,1978,FDP,
G?rtner,1979,FDP,
G?rtner,1980,FDP,
G?rtner,1981,FDP,
G?rtner,1982,FDP,
G?kay Akbulut,2018,DIE LINKE,
G?kay Akbulut,2019,DIE LINKE,
G?kay Akbulut,2020,DIE LINKE,
G?kay Akbulut,2021,DIE LINKE,
G?rlinger,1951,SPD,
G?ttsching,1990,CDU/CSU,
G?tz-Peter Lohmann,2003,SPD,
G?tz-Peter Lohmann,2004,SPD,
G?tz-Peter Lohmann,2005,SPD,
G?tz-Peter Lohmann (Neubrandenburg),2000,SPD,
G?tz-Peter Lohmann (Neubrandenburg),2001,SPD,
G?tz-Peter Lohmann (Neubrandenburg),2002,SPD,
G?tzendorff,1949,WAV,
G?tzer,1985,CDU/CSU,
G?tzer,1986,CDU/CSU,
Gülistan Yüksel,2014,SPD,
Gülistan Yüksel,2015,SPD,
Gülistan Yüksel,2016,SPD,
Gülistan Yüksel,2017,SPD,
Gülistan Yüksel,2018,SPD,
Gülistan Yüksel,2019,SPD,
Gülistan Yüksel,2020,SPD,
Gülistan Yüksel,2021,SPD,
Günter Baumann,1998,CDU/CSU,
Günter Baumann,1999,CDU/CSU,
Günter Baumann,2000,CDU/CSU,
Günter Baumann,2001,CDU/CSU,
Günter Baumann,2002,CDU/CSU,
Günter Baumann,2003,CDU/CSU,
Günter Baumann,2004,CDU/CSU,
Günter Baumann,2005,CDU/CSU,
Günter Baumann,2006,CDU/CSU,
Günter Baumann,2007,CDU/CSU,
Günter Baumann,2008,CDU/CSU,
Günter Baumann,2009,CDU/CSU,
Günter Baumann,2010,CDU/CSU,
Günter Baumann,2011,CDU/CSU,
Günter Baumann,2012,CDU/CSU,
Günter Baumann,2013,CDU/CSU,
Günter Baumann,2014,CDU/CSU,
Günter Baumann,2015,CDU/CSU,
Günter Baumann,2016,CDU/CSU,
Günter Baumann,2017,CDU/CSU,
Günter Friedrich Nolting,1991,FDP,
Günter Gloser,1995,SPD,
Günter Gloser,1997,SPD,
Günter Gloser,1998,SPD,
Günter Gloser,1999,SPD,
Günter Gloser,2000,SPD,
Günter Gloser,2001,SPD,
Günter Gloser,2002,SPD,
Günter Gloser,2003,SPD,
Günter Gloser,2004,SPD,
Günter Gloser,2005,SPD,
Günter Gloser,2007,SPD,
Günter Gloser,2009,SPD,
Günter Gloser,2010,SPD,
Günter Gloser,2011,SPD,
Günter Gloser,2012,SPD,
Günter Gloser,2013,SPD,
Günter Graf,1991,SPD,
Günter Graf,1992,SPD,
Günter Graf,1993,SPD,
Günter Graf,1994,SPD,
Günter Graf (Friesoythe),1994,SPD,
Günter Graf (Friesoythe),1995,SPD,
Günter Graf (Friesoythe),1996,SPD,
Günter Graf (Friesoythe),1997,SPD,
Günter Graf (Friesoythe),1998,SPD,
Günter Graf (Friesoythe),1999,SPD,
Günter Graf (Friesoythe),2000,SPD,
Günter Graf (Friesoythe),2001,SPD,
Günter Graf (Friesoythe),2002,SPD,
Günter Klein (Bremen),1992,CDU/CSU,
Günter Klein (Bremen),1993,CDU/CSU,
Günter Lach,2010,CDU/CSU,
Günter Lach,2012,CDU/CSU,
Günter Lach,2013,CDU/CSU,
Günter Lach,2016,CDU/CSU,
Günter Marten,1992,CDU/CSU,
Günter Marten,1995,CDU/CSU,
Günter Marten,1996,CDU/CSU,
Günter Marten,1998,CDU/CSU,
Günter Nooke,1998,CDU/CSU,
Günter Nooke,1999,CDU/CSU,
Günter Nooke,2000,CDU/CSU,
Günter Nooke,2001,CDU/CSU,
Günter Nooke,2002,CDU/CSU,
Günter Nooke,2003,CDU/CSU,
Günter Nooke,2004,CDU/CSU,
Günter Nooke,2005,CDU/CSU,
Günter Oesinghaus,1995,SPD,
Günter Oesinghaus,1996,SPD,
Günter Oesinghaus,1997,SPD,
Günter Rixe,1991,SPD,
Günter Rixe,1992,SPD,
Günter Rixe,1993,SPD,
Günter Rixe,1994,SPD,
Günter Rixe,1995,SPD,
Günter Rixe,1996,SPD,
Günter Rixe,1997,SPD,
Günter Rixe,1998,SPD,
Günter Verheugen,1991,SPD,
Günter Verheugen,1992,SPD,
Günter Verheugen,1993,SPD,
Günter Verheugen,1994,SPD,
Günter Verheugen,1995,SPD,
Günter Verheugen,1996,SPD,
Günter Verheugen,1997,SPD,
Günter Verheugen,1998,SPD,
Günter Verheugen,1999,SPD,
Günther,1949,CDU/CSU,
Günther,1950,CDU/CSU,
Günther,1951,CDU/CSU,
Günther,1952,CDU/CSU,
Günther,1953,CDU/CSU,
Günther,1954,CDU/CSU,
Günther,1961,CDU/CSU,
Günther,1962,CDU/CSU,
Günther,1964,CDU/CSU,
Günther,1982,CDU/CSU,
Günther,1984,CDU/CSU,
Günther,1985,CDU/CSU,
Günther,1986,CDU/CSU,
Günther,1987,CDU/CSU,
Günther,1988,CDU/CSU,
Günther,1989,CDU/CSU,
Günther,1990,CDU/CSU,
Günther Bredehom,1991,FDP,
Günther Bredehom,1993,FDP,
Günther Bredehom,1994,FDP,
Günther Bredehorn,1991,FDP,
Günther Bredehorn,1992,FDP,
Günther Bredehorn,1993,FDP,
Günther Bredehorn,1994,FDP,
Günther Bredehorn,1995,FDP,
Günther Bredehorn,1996,FDP,
Günther Bredehorn,1997,FDP,
Günther Bredehorn,1998,FDP,
Günther Friedrich Nolting,1991,FDP,
Günther Friedrich Nolting,1992,FDP,
Günther Friedrich Nolting,1993,FDP,
Günther Friedrich Nolting,1994,FDP,
Günther Friedrich Nolting,1995,FDP,
Günther Friedrich Nolting,1996,FDP,
Günther Friedrich Nolting,1997,FDP,
Günther Friedrich Nolting,1998,FDP,
Günther Friedrich Nolting,1999,FDP,
Günther Friedrich Nolting,2000,FDP,
Günther Friedrich Nolting,2001,FDP,
Günther Friedrich Nolting,2002,FDP,
Günther Friedrich Nolting,2003,FDP,
Günther Friedrich Nolting,2004,FDP,
Günther Friedrich Nolting,2005,FDP,
Günther Heyenn,1991,SPD,
Günther Heyenn,1992,SPD,
Günther Heyenn,1993,SPD,
Günther Heyenn,1994,SPD,
Günther Schartz (Trier),1993,CDU/CSU,
Günther Schartz (Trier),1994,CDU/CSU,
Günther Verheugen,1995,SPD,
"Günther, Antragsteller",1952,CDU/CSU,
"Günther, Antragsteller",1953,CDU/CSU,
"Günther, Berichterstatter",1950,CDU/CSU,
"Günther, Berichterstatter",1951,CDU/CSU,
"Günther, Berichterstatter",1952,CDU/CSU,
"Günther, Berichterstatter",1956,CDU/CSU,
"Günther, Interpellant",1951,CDU/CSU,
HInsken,1981,CDU/CSU,
HInsken,1982,CDU/CSU,
HInsken,1985,CDU/CSU,
HInsken,1986,CDU/CSU,
HOffie,1974,FDP,
Haack (Extertal),1987,SPD,
Haack (Extertal),1988,SPD,
Haack (Extertal),1989,SPD,
Haack (Extertal),1990,SPD,
Haag,1951,KPD,
Haage,1960,SPD,
Haage,1961,SPD,
Haage (München),1964,SPD,
Haage (München),1965,SPD,
Haage (München),1966,SPD,
Haage (München),1967,SPD,
Haage (München),1968,SPD,
Haage (München),1969,SPD,
Haage (München),1970,SPD,
Haar,1981,SPD,
Haar,1984,SPD,
Haar,1985,SPD,
Haar,1986,SPD,
Haar,1987,SPD,
Haar,1988,SPD,
Haar,1989,SPD,
Haar,1990,SPD,
Haase (Fürth),1973,SPD,
Haase (Fürth),1974,SPD,
Haase (Fürth),1975,SPD,
Haase (Fürth),1976,SPD,
Haase (Fürth),1978,SPD,
Haase (Fürth),1979,SPD,
Haase (Fürth),1980,SPD,
Haase (Fürth),1981,SPD,
Haase (Fürth),1982,SPD,
Haase (Fürth),1985,SPD,
Haase (Kassel),1962,CDU/CSU,
Haase (Kassel),1963,CDU/CSU,
Haase (Kassel),1964,CDU/CSU,
Haase (Kassel),1965,CDU/CSU,
Haase (Kassel),1966,CDU/CSU,
Haase (Kassel),1967,CDU/CSU,
Haase (Kassel),1968,CDU/CSU,
Haase (Kassel),1969,CDU/CSU,
Haase (Kassel),1970,CDU/CSU,
Haase (Kassel),1971,CDU/CSU,
Haase (Kassel),1972,CDU/CSU,
Haase (Kassel),1973,CDU/CSU,
Haase (Kassel),1974,CDU/CSU,
Haase (Kassel),1975,CDU/CSU,
Haase (Kassel),1976,CDU/CSU,
Haase (Kassel),1977,CDU/CSU,
Haase (Kassel),1978,CDU/CSU,
Haase (Kassel),1979,CDU/CSU,
Haase (Kassel),1980,CDU/CSU,
Haase (Kassel),1981,CDU/CSU,
Haase (Kassel),1982,CDU/CSU,
Haase (Kassel),1983,CDU/CSU,
Haase (Kellinghusen),1962,SPD,
Haase (Kellinghusen),1963,SPD,
Haase (Kellinghusen),1964,SPD,
Haase (Kellinghusen),1965,SDP,"该年属于多个党派: SPD, SDP"
Haase (Kellinghusen),1965,SPD,"该年属于多个党派: SPD, SDP"
Haase (Kellinghusen),1966,SPD,
Haase (Kellinghusen),1967,SPD,
Haase (Kellinghusen),1968,SDP,"该年属于多个党派: SPD, SDP"
Haase (Kellinghusen),1968,SPD,"该年属于多个党派: SPD, SDP"
Haase (Kellinghusen),1969,SPD,
Haase (Kellinghusen),1970,SPD,
Haase (Kellinghusen),1971,SPD,
Haase (Kellinghusen),1972,SPD,
Haasler,1953,GB/BHE,
Haasler,1954,GB/BHE,
Haasler,1955,GB/BHE,
Haasler,1956,CDU/CSU,
Haasler,1957,CDU/CSU,
Haberl,1979,CDU/CSU,
Hackethal,1960,CDU/CSU,
Haehser,1966,SPD,
Haehser,1968,SPD,
Haehser,1969,SPD,
Haehser,1970,SPD,
Haehser,1971,SPD,
Haehser,1972,SPD,
Haehser,1973,SPD,
Hagen Reinhold,2013,FDP,
Hagen Reinhold,2018,FDP,
Hagen Reinhold,2019,FDP,
Hagen Reinhold,2020,FDP,
Hagen Reinhold,2021,FDP,
Hagge,1950,CDU/CSU,
Hagge,1951,CDU/CSU,
"Hagge, Antragsteller",1952,CDU/CSU,
"Hagge, Berichterstatter",1951,CDU/CSU,
"Hagge, Berichterstatter",1953,CDU/CSU,
"Hagge, Interpellant",1951,CDU/CSU,
Hahn,1957,CDU/CSU,
"Hahn, Berichterstatter",1955,CDU/CSU,
"Hahn, Berichterstatter",1956,CDU/CSU,
Hahne,1952,SPD,
Halfmeier,1970,SPD,
Halfmeier,1971,SPD,
Halfmeier,1972,SPD,
Halfmeier,1973,SPD,
Halfmeier,1974,SPD,
Halfmeier,1975,SPD,
Halfmeier,1976,SPD,
Halina Wawzyniak,2009,DIE LINKE,
Halina Wawzyniak,2010,DIE LINKE,
Halina Wawzyniak,2011,DIE LINKE,
Halina Wawzyniak,2012,DIE LINKE,
Halina Wawzyniak,2013,DIE LINKE,
Halina Wawzyniak,2014,DIE LINKE,
Halina Wawzyniak,2015,DIE LINKE,
Halina Wawzyniak,2016,DIE LINKE,
Halmeier,1973,SPD,
Halo Saibold,1995,Grüne/Bündnis 90,
Halo Saibold,1996,Grüne/Bündnis 90,
Halo Saibold,1997,Grüne/Bündnis 90,
Halo Saibold,1998,Grüne/Bündnis 90,
Hamacher,1960,SPD,
Hamacher,1961,SPD,
Hamacher,1962,SPD,
Hamacher,1966,SPD,
Hammans,1974,CDU/CSU,
Hammersen,1962,FDP,
Hammersen,1963,FDP,
Hammersen,1964,FDP,
Hammersen,1965,FDP,
Handlos,1973,CDU/CSU,
Handlos,1974,CDU/CSU,
Handlos,1976,CDU/CSU,
Handlos,1977,CDU/CSU,
Handlos,1982,CDU/CSU,
Handlos,1983,Fraktionslos,
Handlos,1984,Fraktionslos,
Handlos,1985,Fraktionslos,
Handlos,1986,Fraktionslos,
Hanna Wolf,1991,SPD,
Hanna Wolf,1992,SPD,
Hanna Wolf,1993,SPD,
Hanna Wolf,1994,SPD,
Hanna Wolf,1995,SPD,
Hanna Wolf (München),1995,SPD,
Hanna Wolf (München),1996,SPD,
Hanna Wolf (München),1997,SPD,
Hanna Wolf (München),1998,SPD,
Hanna Wolf (München),1999,SPD,
Hanna Wolf (München),2000,SPD,
Hanna Wolf (München),2001,SPD,
Hanna Wolf (München),2002,SPD,
Hannelore Roedel,2003,CDU/CSU,
Hannelore Roedel,2004,CDU/CSU,
Hannelore Roedel,2005,CDU/CSU,
Hannelore R?nsch (Wiesbaden),1991,CDU/CSU,
Hannelore R?nsch (Wiesbaden),1992,CDU/CSU,
Hannelore R?nsch (Wiesbaden),1994,CDU/CSU,
Hannelore R?nsch (Wiesbaden),1995,CDU/CSU,
Hannelore R?nsch (Wiesbaden),1996,CDU/CSU,
Hannelore R?nsch (Wiesbaden),1997,CDU/CSU,
Hannelore R?nsch (Wiesbaden),1998,CDU/CSU,
Hannelore R?nsch (Wiesbaden),1999,CDU/CSU,
Hannelore R?nsch (Wiesbaden),2000,CDU/CSU,
Hannelore R?nsch (Wiesbaden),2001,CDU/CSU,
Hannelore R?nsch (Wiesbaden),2002,CDU/CSU,
Hanns-Peter Hartmann,1996,PDS,
Hanns-Peter Hartmann,1997,PDS,
Hanns-Peter Hartmann,1998,PDS,
Hans Berger,1991,SPD,
Hans Berger,1994,SPD,
Hans Berger,1997,SPD,
Hans Büttner (Ingoldstadt),1993,SPD,
Hans Büttner (Ingoldstadt),1994,SPD,
Hans Büttner (Ingoldstadt),1995,SPD,
Hans Büttner (Ingolstadt),1991,SPD,
Hans Büttner (Ingolstadt),1992,SPD,
Hans Büttner (Ingolstadt),1993,SPD,
Hans Büttner (Ingolstadt),1994,SPD,
Hans Büttner (Ingolstadt),1995,SPD,
Hans Büttner (Ingolstadt),1996,SPD,
Hans Büttner (Ingolstadt),1997,SPD,
Hans Büttner (Ingolstadt),1998,SPD,
Hans Büttner (Ingolstadt),1999,SPD,
